MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
346|(He) should do/be X|VC||X yokatta noni @ X = verb ba form||||
347|(He) should have done/been X|VC||X yokatta @ X = verb ba form||||
348|am, is, present tense|iAC||Adjective conjuation: [root] + i||||
349|am, is, present tense (polite)|iAC||Adjective conjuation: [root] + i desu||||
350|am not, is not, present negative tense|iAC||Adjective conjuation: [root] + kunai desu||||
351|am not, is not, present negative tense (polite)|iAC||Adjective conjuation: [root] + ku arimasen||||
352|was, past tense|iAC||Adjective conjuation: [root] + katta desu||||
353|was not, past negative tense|iAC||Adjective conjuation: [root] + kunakatta desu||||
354|was not, past negative tense (polite)|iAC||Adjective conjuation: [root] + ku arimasen deshita||||
355|adverb form|iAC||Adjective conjuation: [root] + ku|1082, 1083, 1084|||
356|X and Y|iAC|Used to adjoin more than two adjective to a noun.|Adjective conjuation: [root] + kute + next adj.|1085|||
357|is so X that|iAC||Adjective conjuation: [root] + kute|1262|||
358|to turn into X|iAC||Adjective conjuation: [root] + ku naru|1086, 1087|||
359|to make X|iAC||Adjective conjuation: [root] + ku suru|1088|||
360|noun form|iAC||Adjective conjuation: [root] + mi|1089|||
361|if X|iAC||Adjective conjuation: [root] + kereba||||
362|should be X, must be X, ought to be X|iAC||Adjective conjuation: [root] + karou||||
363|am, is, present tense|naAC||Adjective conjuation: [root] + ||||
364|am, is, present tense (polite)|naAC||Adjective conjuation: [root] + desu||||
365|am not, is not, present negative tense (most polite)|naAC||Adjective conjuation: [root] + de wa arimasen||||
366|am not, is not, present negative tense (polite)|naAC||Adjective conjuation: [root] + ja nai desu||||
367|am not, is not, present negative tense (neutral)|naAC||Adjective conjuation: [root] + dewa nai|1091|||
368|am not, is not, present negative tense (impolite)|naAC||Adjective conjuation: [root] + ja nai|108|||
369|was, past tense|naAC||Adjective conjuation: [root] + deshita||||
370|was not, past negative tense|naAC||Adjective conjuation: [root] + ja arimasen deshita||||
371|was not, past negative tense (polite)|naAC||Adjective conjuation: [root] + de wa arimasen deshita||||
372|X and Y|naAC|Used to adjoin more than two adjective to a noun.|Adjective conjuation: [root] + de + [next adj.]||||
373|to turn into X |naAC||Adjective conjuation: [root] + ni naru|1094, 1095|||
374|to make X|naAC||Adjective conjuation: [root] + ni suru|323|||
375|if X|naAC||Adjective conjuation: [root] + deareba||||
376|a number of|A|||741|||
377|any choice|A|ME#0021;0022|||||
378|any kind|A|ME#0023;0024|||||
379|any number of|A||||||
380|as the next follow|A|||||daremo|
381|anything, whatever|A||Sentences where nanika is used instead of nanidemo.|718|||
382|black|A|||627|||
383|comparatively|A||||||
384|rate, ratio, percentage, proportion|NMSE||||||
385|comparatively, proportionately, in comparison, in proportion|A||||||
386|apiece, each|A|||643|||
387|either choice|A||||||
388|every kind|A||Always followed by affirmative verb.||||
389|no kind|A||Always followed by negative verb.||||
390|everybody, everyone|A||||||
391|everything|A|||711, 712|||
392|lankily, spindily, slenderly, frailly|AM||||||
393|everyone, every person, all, anyone|A||||||
394|everything|A||||||
395|exactly, surely, certainly|A||||||
396|him/her (here)|A|ME#0006;0007|||||
397|this one (something physically close to the speaker)|A|ME#0015;0016|||||
398|him/her (over there)|A|ME#0010;0011|||||
399|that one over there|A|ME#0019;0020|||||
400|him/her (there)|A|ME#0008;0009|||||
401|that one (something close to the listener)|A|ME#0017;0018|||||
402|in addition to, besides, other than, else|A|ME#0004;0005|||||
403|me too|A||||||
404|(some) more, even more, longer, further|A|||646, 647|||
405|monotonic|Ana||||||
406|monotony, dullness|NACF||||||
407|neither choice|A||||||
408|none|A||||||
409|noone, nobody|A|||710|||
410|not particularly, nothing, separately, apart|A||||||
411|nothing (with neg. verbs), not any|A|||1376|||
412|particularly, especially|A|||631|||
413|some kind|A||||||
414|someone|A|||709|||
415|something|A|ME#0012;0013;0014|||||
416|surely, undoubtedly, almost certainly, most likely (e.g. 90 percent)|A|Used as an onomatopeia.|||||
417|that (something or someone distant from the speaker, close to the listener, actions of the listener, or ideas expressed or understood by the listener), the|A|||713, 714|||
418|that kind of|A||||||
419|that kind of (over there)|A||||||
420|that over there|A|||715, 716|||
421|this (something or someone close to the speaker (including the speaker), or ideas expressed by the speaker)|A|||104|||
422|this kind of|A||"konna" describing the type of object.|721|||
423|after all|ADc||||||
424|anyhow, in any case, at any rate, after all, no matter what, at best, at most, at all|ADc||||||
425|first of all, at once, right away|ADc|Not used in the literal "in the meanwhile" sense, more in the figurative sense.|||||
426|of course, certainly|ADc|||624|||
427||-||||||
428|even|ADc||||||
429|even, if only, if just, as long as, the only thing needed|ADc||||||
430|if|ADc|||623|||
431|if I'm not mistaken, if I remember correctly|ADc||||||
432|in all, in total, all told|ADc||||||
433|circumstances, condition, convenience|NACF||||||
434||-||||||
435|indeed|ADc||||||
436|really, truly, entirely, completely, wholly, perfectly|ADg||||||
437|good grief (expression of exasperation)|CE||||||
438|indeed, really, absolutely, truly, in truth, actually, very, quite|ADc||||||
439|maybe, possibly|ADc|||622|||
440|no, nay|ADc|Used only by male subjects.|||||
441|no, nay|ADc|Used by both male and female subjects.|||||
442|no, nay|ADc||||||
443|tentatively, for the time being|ADc|||1401|||
444|almost all, in large part, for the greater part, in majority, mostly, for the most part|ADc||||||
445|perhaps, possibly, if I'm not wrong|ADc||||||
446|please|ADc||||||
447|please|ADc|Dialect.|||||
448|please give me|ADc||||||
449|so to speak, so to call it, as it were|ADc||||||
450|so, right|ADc||||||
451|like that|AM||||||
452|still more, to say nothing of, not to mention, still less (with neg. verb)|ADc||||||
453|levy, charge, assess, impose, assign|VsuruT||||||
454|unfortunately, Sorry, but ...|ADc||||||
455|without (doing), instead of|ADc||||||
456|yes|ADc|Used in colloquial speech.|||||
457|yeah|ADc|Used in a formal sentence.|||||
458|yeah, right, correct|ADc||||||
459|yes|OI||||||
460|a little, somewhat|ADg||||||
461|absolutely, positively, decidedly|ADg||||||
462|absolutely, unconditionally|ADg||||||
463|absoluteness, absolute|NACF||||||
464|all, altogether, entirely, completely|ADg||||||
465|just like, the spitting image of|Ana||||||
466|all, thoroughly|ADg||||||
467|entirely, completely|ADg||||||
468|all, entire, whole, altogether|ADg|||653, 1258, 1355|subete, zenbu||
469|in general, overall|ADg||||minna, zenbu||
470|altogether, entirely|ADg|||||尽く|
471|usually|ADg|||649, 650|||
472|approximately, about (quantity, time)|ADg|||633|||
473|just, only|ADg|||648|||
474|always, without exception, necessarily, certainly, without fail, positively, invariably|ADg||||||
475|approximately, about (quantity, time)|ADg|||632, 141|||
476|approximately, about, at most|ADg|||1468, 1469, 1470|||
477|degree, extent, bounds, limit|NACF||||||
478|as ever, as usual, the same, still|ADg|Based on the "zu" conjugation of kawaru (ie. without changing).||1413|||
479|at last, at length|ADg||||||
480|barely, narrowly, just, by the skin of one's teeth|ADg||||||
481|heave-ho|OI||||||
482|at least|ADg||||||
483|by all means, certainly, without fail, why not|ADg|||1417|||
484|right and wrong, pros and cons|NACF||||||
485|by no means, not readily|ADg|Used in a negative phrase.|||||
486|very, considerably, easily, readily, fairly, quite, highly, rather|ADg|Used in an affirmative phrase.|||||
487|completely, entirely|ADg|Used in an affirmative phrase.|||||
488|not in the least (with neg. verb), not at all|ADg|Used in a negative phrase.|||||
489|refreshed, relieved, neat, trimmed, plain, simple|Ana||||||
490|unknown|NACF||||||
491|considerably, fairly, quite|ADg||||||
492|considerable|Ana||||||
493|considerably, greatly, a lot|ADg||||||
494|especially, particularly|ADg||||||
495|excessively, very much|ADg||||||
496|extremely|ADg||||||
497|befitting, becoming, worthy of, proportionate, in keeping with, suitable, considerable, substantial|Ana||||||
498|fit, suitability|NACF||||||
499|few, for a little while|ADg|Also used as to soften a sentence.||642|||
500|a little, for a little while|ADg|||641|||
501|little, few|Ana||||||
502|finally, at last, reaching a head|ADg||||||
503|generally, more or less|ADg|||634, 1307, 1308|||
504|halfway, partly, semi|ADg||||||
505|middle, half|NACF||||||
506|just, only|ADg||X dake|1098, 1099, 1367||shika, tatta|
507|like so, like this, in this way|ADg||"konna ni" meaning "like so/like this/in this way".|722, 723, 724|||
508|like that, in that way|ADg|||725, 726, 727|||
509|little by little|ADg||||||
510||-||||||
511|little while, short while, moment, instant, a while, quite a time|NACF||||||
512|a large number of|ADg||||chotto|ooi|
513|much|ADg|||1415|chotto|ooku|
514|numerous, a lot of|Ai|||460, 471, 1285, 1326|sukunai||
515||-|||642, 194|||
516||-||||||
517|most, extremely|ADg||||||
518|mostly, nearly, practically, well-nigh, almost invariably, all but, just about, almost|ADg|||1416|||
519|mostly, ordinarily, usually, generally, probably|ADg|||1428|||
520|ordinary, usual, general, probable|Ana|||613, 1272|||
521|motionlessly, fixedly, patiently, firmly (e.g. hold), in a restrained manner|ADg||||||
522|no matter what, however much|ADg||||||
523|whatever kind of, what kind of|P||||||
524|normally, generally, usually, regularly|ADg||||||
525|general, ordinary, regular, usual fact or concept|NACF|||1255|tokubetsu||
526|nothing, not a bit, not at all|ADg|Used in a negative phrase.|||||
527|quite, really, very, extremely|ADg|Used in an affirmative phrase.|||||
528|not at all|ADg|Used in a negative phrase.|||||
529|not at all (with neg. verb)|ADg|Use in phrase with negative tense only.||682||metta ni, amari, never|
530|not important, doesn't matter|ADg|||729, 730, 731|||
531|not less than, ... and more, ... and upwards|ADg|||1290|||
532|beyond ... (e.g. one's means), further (e.g. nothing further to say), more than ... (e.g. cannot pay more than that)|NACF||||ikka||
533|not much, not often|ADg|Use in phrase with negative tense only.||680, 681, 1464||metta ni, zenzen|
534|not so much, not very|ADg|Used in a negative phrase.|||||
535|not very (well)|ADg|||680, 1321, 1414|||
536|remainder, rest, balance, remains, scraps, residue, remnant, surplus, excess|NACF||||||
537|nothing except for|ADg|Only used in a negative phrase. Usually used to emphasize that there should be more. Colloquial form: shikia, shikkia.|X shika|651, 652, 1100, 1101||tatta, dake|
538|only|ADg|||||shika,dake|
539|only, nothing but|ADg||X nomi||||
540|only, simply, merely, just|ADg||||||
541|ordinary, common, usual|NACF|adjoined to nouns using "no"|||||
542|perfectly, thoroughly, fully, in full|ADg||||||
543|plenty, enough, sufficient, adequate, satisfactory|Ana||||||
544|division into ten|NMSE||||||
545|perhaps, probably, likely, I dare say|ADg||||||
546|quite, entirely, completely, at all|ADg||X marude||||
547|quite, very well|ADg|||639|||
548|fine, sufficient, tolerable, well enough, OK, reasonable, fair, splendid, nice, wonderful, delicious, sweet, pretty (quantitative)|Ana|Polite form of ii.||||ii, yoi|
549|reasonably, fairly well|ADg||||||
550|or so, about|Sx||||||
551|relatively|ADg||||||
552|right, exactly, just, precisely|ADg|||640, 1349|||
553|roughly, in round numbers|ADg||||||
554|simply, merely, only, solely|ADg||||||
555|somehow or other, for some reason or another|ADg||||||
556|to that degree, to that extent|ADg||||||
557|to that extent|ADg||||||
558|until then, till then, up to that time|AT||||||
559|to that extent, to that degree|ADg|||728|||
560|together, jointly, along with, both|ADg||||||
561|together, with|ADg|||636|hitori de|minna de, futari de|
562|very, awfully, exceedingly|ADg|"tottemo" is usually used in a more expressive context than "totemo".||637, 1275|||
563|very, extremely|ADg||||||
564|that is…|CE||||||
565|very, extremely, surprisingly, considerably, awfully, terribly|ADg|||1342|||
566|terrible, horrid, contemptible, reprehensible|Ana||||||
567|very, greatly, terribly, awfully|ADg|||638|||
568|immense, enournous, great, serious, grave, stressful, terrible, dreadful, difficult, hard|Ana|||591, 592|yasashii, raku|muzukashii, nukui|
569|very, much, greatly, a lot of|ADg||||||
570|without omission, in full, fully|ADg||||||
571|adorable|Ai||||||
572|amazing, great, wonderful, terrific, impressive, vast, extensive|Ai|||574|||
573|applauded (to applaud)|Ai|Verb-based, linked to object by "ga" when used with desu verb.|||||
574|appropriate, adequate, suitable, fitting, worthy|Ai||||||
575||-||||||
576|awful, terrible|Ai|"hidee" is used colloquially.||535, 1284|idai||
577|bad, poor, inferior|Ai|||514|ii, yoi, kekkou, yoroshii||
578|beautiful|Ai||||||
579|beautiful, lovely|Ai|||||kirei|
580|beautiful, lovely|Ai||||||
581|big, large, great|Ai|||552|||
582|bitter|Ai|||581|||
583|black|Ai||||||
584|blue, azure|Ai||||||
585|boring, uninteresing|Ai|||551|omoshiroi, tanoshii||
586|bothersome, troublesome, tiresome, annoying|Ai||||||
587|colorful|Ai|||516|kurai||
588|brown|Ai||||||
589|busy|Ai|||534, 1262|hima, jiyuu||
590|careless, thoughtless|Ai||||||
591|charming, bewitching, mysterious|Ai||||||
592|cheap, inexpensive|Ai|||512, 538|takai||
593|cold (object)|Ai|||542|atatakai, atsui|samui, suzushii|
594|cold (ambient temperature)|Ai||||atsui, atatakai|suzushii, tsumetai|
595|convenient|Ai||||||
596|cool, refreshing|Ai|Used for weather.||528|atatakai, atsui|samui, tsumetai|
597|corase, rough|Ai||||||
598|dangerous, risky, awful, terrible, crap, terrific, amazing, cool|Ai|Used colloquially.|||||
599|dangerous, risky, hazardous, perilous, precarious|Ai||||||
600|dangerous, risky, hazardous, perilous, precarious|Ai|||540|anzen||
601|despirited, sorowful, bitter, unclear, unknown|Ai|||517, 1383|akarui||
602|dear, desired, missed|Ai||||apart from||
603|deep (colour), dark, strong (flavour, smell, etc)|Ai|||572|usui||
604|deep|Ai|||568|浅い||
605|delicious, appetizing, appetising|Ai||||||
606|deserted, empty of people|Ai||||||
607|detailed, full, accurate, knowing very well, well-acquainted, well-informed|Ai||||||
608||-||||||
609|hard to do ...|Sx|||1117, 1118, 1319|||
610||-||||||
611|dim, gloomy|Ai||||||
612||-||||||
613|distinguished, great|Ai||||||
614|divine, sublime, solemn|Ai||||||
615|dull (e.g. knife, sound), blunt, dim, slow, sluggish, inert, lethargic|Ai||||||
616||-|||536, 1314|osoi||
617|earth-shattering, staggering, to a very great extent|Ai||||||
618|easy|Ai||||||
