Family|English|T/I|Prep|Kana|Kanji|u-stem|Root Kanji|Root|Exception|
ku godan|be prolonged, drag on|I||ながびく|長引く|nagabiku|長引|nagabi||
ku godan|prick, stab, poke, prod, push, thrust, nudge, hit, strike, use (a cane), prop oneself up with, press against (the floor, etc.), attack, brave (the rain, etc.)|T|を|つく|突く|tsuku|突|tsu||
ku godan|float, become merry, be cheerful, become loose, become unsteady, be cut off (e.g. from those around you), feel out of place, be frivolous, be uncertain, have no basis, be unreliable|I||うく|浮く|uku|浮|u||
ku godan|cook (grains, e.g. rice), boil, simmer, stew, seethe|T|を|たく|炊く|taku|炊|ta||
ku godan|well (up), gush forth (of water), spring out, surge, appear (esp. suddenly) (sweat, tears, etc.), feel emotions form (joy, bravery, etc.), hatch (esp. of parasitic insects, etc.)|I||わく|湧く|waku|湧|wa||
ku godan|judge|T|を|さばく|裁く|sabaku|裁|saba||
ku godan|surround, circle, enclose|T|を|とりまく|取り巻く|torimaku|取り巻|torima||
ku godan|remove, deinstall, take away, set apart|T|を|とりのぞく|取り除く|torinozoku|取り除|torinozo||
ku godan|sigh, lament, grieve|I||なげく|嘆く|nageku|嘆|nage||
ku godan|build, pile up, amass|T|を|きずく|築く|kizuku|築|kizu||
ku godan|guide, lead, show the way, conduct, derive, deduce|T|を|みちびく|導く|michibiku|導|michibi||
ku godan|perspire, sweat|I||あせをかく|汗をかく|ase wo kaku|汗をか|ase wo ka||
ku godan|flicker, quiver, waver, sway|I||ゆらめく|揺らめく|yurameku|揺らめ|yurame||
ku godan|flap (wings)|I||はばたく|羽撃く|habataku|羽撃|habata||
ku godan|approach|I||よりつく|寄り付く|yoritsuku|寄り付|yoritsu||
ku godan|bring someone along, take someone along|T|を|つれていく|連れていく|tsureteiku|連れてい|tsuretei||
ku godan|strike, clap, knock, dust, beat, play drums, abuse, flame (figuratively), insult|T|を|たたく|叩く|tataku|叩|tata||
ku godan|twinkle, flicker, waiver, blink, wink|I||またたく|瞬く|matataku|瞬|matata||
ku godan|approach, draw near, get close, get acquainted with, get closer to, get know|T|を|ちかづく|近付く|chikaduku|近付|chikadu||
ku godan|think out, cull, run on a curtailed schedule|T|を|まびく|間引く|mabiku|間引|mabi||
ku godan|see through|T|を|みぬく|見抜く|minuku|見抜|minu||
ku godan|disseminate, scatter, broadcast, give money freely, strew|T|を|ばらまく|ばら撒く|baramaku|ばら撒|barama||
ku godan|be effective, show effect, do its work, carry out its function well, be possible use|I||効く|効く|kiku|効|ki||
ku godan|notice, recognize, recognise, become aware of, perceive, realize, realise|T|を|きづく|気付く|kiduku|気付|kidu||
ku godan|peek (though a keyhole, gap, etc.), look down in(a ravine, etc.), peek in(a shop, bookstore, etc.), sneak a look at, take a quick look at, peep (through a telescope, microscope, etc.)|T|を|のぞく|覗く|nozoku|覗|nozo||
ku godan|stick out (a scarf from a collar, etc.), peek through (sky through a forest canopy, etc.)|I||のぞく|覗く|nozoku|覗|nozo||
ku godan|nod, bow one's head in assent|I||うなずく|頷く|unazuku|頷|unazu||
ku godan|grumble, complain|I||ぼやく|ぼやく|boyaku|ぼや|boya||
ku godan|go through, pierce, penetrate, persist, stick to|T|を|つらぬく|貫く|tsuranuku|貫|tsuranu||
ku godan|chip, nick, break, crack, lack|T|を|かく|欠く|kaku|欠|ka||
ku godan|go in the direction of, proceed toward, proceed according to, repair to, become, face (facts, circumstances, etc.), abide by, agree to, consent to, obey|T|を|おもむく|赴く|omomuku|赴|omomu||
ku godan|tear up, rip up, cut up, cleave, cut open (esp. the abdomen), forcibly separate|T|を|さく|裂く|saku|裂|sa||
ku godan|spare (time, money, …), use part of something|T|を|さく|割く|saku|割|sa||
ku godan|cut off, cut up, tear pieces|T|を|きりさく|切り裂く|kirisaku|切り裂|kirisa||
ku godan|draw, paint, sketch|T|を|えがく|描く|egaku|描|ega||
ku godan|imagine, figure, picture, see|T|を|おもいえがく|思い描く|omoiegaku|思い描|omoiega||
ku godan|stumble, trip, fail|I||つまずく|躓く|tsumazuku|躓|tsumazu||
ku godan|blink (one's eyes), wink, bat, twinkle (e.g. stars), flicker, waver|I||まばたく|瞬く|mabataku|瞬|mabata||
ku godan|go smoothly, turn out well, do the trick, have peaceful relations|I||うまくいく|上手く行く|umakuiku|上手く行|umakui|14|
||||||||||
gu godan||||XXXぐ|XXXぐ|gu|||16|
gu godan|swim|I||およぐ|泳ぐ|oyogu|泳|oyo||
gu godan|hurry, rush, hasten|I||いそぐ|急ぐ|isogu|急|iso||
gu godan|look up (to, at), respect, revere, ask for, seek, turn someone, depend on, drink, take|T|を|あおぐ|仰ぐ|aogu|仰|ao||
gu godan|earn income, labor, labour|I||かせぐ|稼ぐ|kasegu|稼|kase||
gu godan|shoulder, carry on one's shoulder, deceive, take in|T|を|かつぐ|担ぐ|katsugu|担|katsu||
gu godan|take off (clothes, shoes, etc.), undress|T|を|ぬぐ|脱ぐ|nugu|脱|nu||
gu godan|make noise, be noisy, rustle, swoosh, clamor, clamour, make a fuss, panic, feel tense, be uneasy, be excited|I||さわぐ|騒ぐ|sawagu|騒|sawa||
gu godan|pour (in a vessel), fill (a cup, bowl, etc.) with, dish out (food or drink)|T|を|つぐ|注ぐ|tsugu|注|tsu||
gu godan|tie, fasten, connect, transfer (phone call)|T|を|つなぐ|繋ぐ|tsunagu|繋|tsuna||
gu godan|rank next to, come after, follow|I||つぐ|次ぐ|tsugu|次|tsu||
gu godan|succeed (a person, a position, etc.), inherit, take over, follow​|T|を|つぐ|継ぐ|tsugu|継|tsu||
gu godan|join, piece together, set (bones), graft (trees)|T|を|つぐ|接ぐ|tsugu|接|tsu||
gu godan|support, finance|T|を|みつぐ|貢ぐ|mitsugu|貢|mitsu||
gu godan|sniff, smell|T|を|かぐ|嗅ぐ|kagu|嗅|ka||
gu godan|swing, sway, shake, tremble, waver, feel shaken, become unstable|I||ゆらぐ|揺らぐ|yuragu|揺ら|yura||
gu godan|row, scull, paddle, pedal, swing, push through|T|を|こぐ|漕ぐ|kogu|漕|ko||
gu godan|stop up, close up, block up, plug up, shut up, cover (ears, eyes, etc), close (eyes, mouth), stand in the way, obstruct, occupy, fill up, take up|T|を|ふさぐ|塞ぐ|fusagu|塞|fusa||
gu godan|pour (into), fill, sprinkle on, shed (e.g. tears), concentrate one's strength or spirit on|T|を|そそぐ|注ぐ|sosogu|注|soso||
gu godan|defend (against), protect, prevent|T|を|ふせぐ|防ぐ|fusegu|防|fuse||
||||||||||
bu godan||||XXXぶ|XXXぶ|bu|||18|
bu godan|call, invite, summon, invoke, call out to, designate, name, brand, garner (support), gather|T|を|よぶ|呼ぶ|yobu|呼|yo||
bu godan|jump, leap, spring, bound, hop|I||とぶ|跳ぶ|tobu|跳|to||
bu godan|fly, soar|I||とぶ|飛ぶ|tobu|飛|to||
bu godan|play for fun, enjoy oneself, mess about, be idle, do nothing, be unused|I||あそぶ|遊ぶ|asobu|遊|aso||
bu godan|float, come mind|I||うかぶ|浮かぶ|ukabu|浮か|uka||
bu godan|learn|T|を|まなぶ|学ぶ|manabu|学|mana||
bu godan|fall (specific a person)|I||ころぶ|転ぶ|korobu|転|koro||
bu godan|stand in line|I||ならぶ|並ぶ|narabu|並|nara||
bu godan|select, choose|T|を|えらぶ|選ぶ|erabu|選|era||
bu godan|carry, transport, move, convey, wield (a tool, etc.), use, come, go|T|を|はこぶ|運ぶ|hakobu|運|hako||
bu godan|go (well, etc.), proceed, progress|I||はこぶ|運ぶ|hakobu|運|hako||
bu godan|tie, bind, link, bear (fruit), close (e.g. deal), confirm, conclude, connect (two distant places)​, close tightly, purse (e.g. lips), unite (with), ally, join hands|T|を|むすぶ|結ぶ|musubu|結|musu||
bu godan|reach, amount to, befall, happen to, extend, be up the task, compare with, be a match (for), commit (a crime), require (do, used in neg. form)|I||およぶ|及ぶ|oyobu|及|oyo||
bu godan|be delighted, be glad, be pleased, congratulate, gratefully accept|I||よろこぶ|喜ぶ|yorokobu|喜|yoroko||
bu godan|lie down, throw oneself down|I||ねころぶ|寝転ぶ|nekorobu|寝転|nekoro||
bu godan|shout, cry|I||さけぶ|叫ぶ|sakebu|叫|sake||
||||||||||
mu godan||||XXXむ|XXXむ|mu|||20|
mu godan|drink, gulp, swallow|T|を|のむ|飲む|nomu|飲|no|21|
mu godan|finish, be finished, end, be completed, result less severely than expected, feel at ease|I||すむ|済む|sumu|済|su||
mu godan|live (in a dwelling), reside, inhabit, dwell|I||すむ|住む|sumu|住|su||
mu godan|rest (on holiday), be absent, go bed, lie down sleep, retire (bed), suspend business, take a break|T|を|やすむ|休む|yasumu|休|yasu||
mu godan|knit, plait, braid|T|を|あむ|編む|amu|編|a||
mu godan|read|T|を|よむ|読む|yomu|読|yo||
mu godan|pick (a flower), pluck, trim|T|を|つむ|摘む|tsumu|摘|tsu||
mu godan|pile up, stack, load,(car, ship, etc), pack|T|を|つむ|積む|tsumu|積|tsu||
mu godan|become fine|T|を|つむ|詰む|tsumu|詰|tsu||
mu godan|jump, plunge|I||とびこむ|飛びこむ|tobikomu|飛びこ|tobiko||
mu godan|be crowded, be full, be packed (fig.)|I||こむ|混む|komu|混|ko|22|
mu godan|request, ask (for something)|T|を|たのむ|頼む|tanomu|頼|tano||
mu godan|surround, encircle, enclose, fence, wall in, besiege, lay siege to, play (go, shogi, etc.)|T|を|かこむ|囲む|kakomu|囲|kako||
mu godan|stop, cease|I||やむ|止む|yamu|止|ya|23|
mu godan|step on, tread on, experience, appraise, inherit (archaic), follow (the rules)|T|を|ふむ|踏む|fumu|踏|fu||
mu godan|be zealous, brace oneself, endeavour, endeavor, strive, make an effort|I||はげむ|励む|hagemu|励|hage||
mu godan|interpose, hold between, insert|T|を|はさむ|挟む|hasamu|挟|hasa||
mu godan|cut off|T|を|はさむ|鋏む|hasamu|鋏|hasa||
mu godan|clip, snip|T|を|はさむ|剪む|hasamu|剪|hasa||
mu godan|grieve over, mourn, lament|T|を|いたむ|悼む|itamu|悼|ita||
mu godan|hurt, feel a pain, be injured|I||いたむ|痛む|itamu|痛|ita||
mu godan|be spoiled (e.g. food)|I||いたむ|傷む|itamu|傷|ita||
mu godan|get blurry|I||かすむ|翳む|kasumu|翳|kasu||
mu godan|be sad, mourn for, regret, grieve|T|を|かなしむ|悲しむ|kanashimu|悲し|kanashi||
mu godan|grow hazy, be misty, be overshadowed|I||かすむ|霞む|kasumu|霞|kasu||
mu godan|like, prefer|T|を|このむ|好む|konomu|好|kono||
mu godan|draw (water), ladle, dip, scoop, pump, have a drink together, consider, sympathize with, sympathise with|T|を|くむ|汲む|kumu|汲|ku||
mu godan|be dazzled by, be dizzied by, be disoriented by, be lost in (greed, lust, etc.), become dark (archaic)|I||くらむ|眩む|kuramu|眩|kura||
mu godan|suffer, groan, be worried|I||くるしむ|苦しむ|kurushimu|苦し|kurushi||
mu godan|become familiar with, fit in, adapt oneself, get used to, grow accustomed to|I||なじむ|馴染む|najimu|馴染|naji||
mu godan|glare at, scowl at, glower at, stare intensely at, examine carefully, estimate, guess, suspect, judge, keep an eye on someone (e.g. a suspicious or untrustworthy person), watch, take account of, take inconsideration|T|を|にらむ|睨む|niramu|睨|nira||
mu godan|steal|T|を|ぬすむ|盗む|nusumu|盗|nusu||
mu godan|be frugal, be sparing, value, hold dear, regret (e.g. a loss), feel sorry (for), be unwilling, be reluctant|T||おしむ|惜しむ|oshimu|惜し|oshi||
mu godan|sink, feel depressed, descend|I||しずむ|沈む|shizumu|沈|shizu||
mu godan|advance, go forward, precede, go ahead (of), make progress, improve, deepen, heighten, do of one's own free will|I||すすむ|進む|susumu|進|susu||
mu godan|scheme, plan, play a trick, invent, conspire, frame up|T|を|たくらむ|企む|takuramu|企|takura||
mu godan|enjoy (oneself), have fun|I||たのしむ|楽しむ|tanoshimu|楽し|tanoshi||
mu godan|fold (clothes), close (a shop), vacate|T|を|たたむ|畳む|tatamu|畳|tata||
mu godan|seize, catch, grasp, grip, grab, hold, catch hold of, lay one's hands on, obtain, acquire, get, win, capture​, understand, grasp, comprehend|T|を|つかむ|掴む|tsukamu|掴|tsuka||
mu godan|wrap up, tuck in, pack, do up, cover with, dress in|T|を|つつむ|包む|tsutsumu|包|tsutsu||
mu godan|give birth, deliver, produce, lay eggs|T|を|うむ|産む|umu|産|u||
mu godan|resent, curse, feel bitter, blame, bear a grudge|T|を|うらむ|恨む|uramu|恨|ura||
mu godan|devise, arrange, plan, plot|T|を|しくむ|仕組む|shikumu|仕組|shiku||
mu godan|shut one's mouth, hold one's tongue, keep silent|T|を|つぐむ|噤む|tsugumu|噤|tsugu||
mu godan|bite, chew, gnaw, crash against, engage (of cogs, zippers, etc.), mesh, fit together, falter with one's words, argue down, rebuke, scold harshly|T|を|かむ|噛む|kamu|噛|ka||
mu godan|cross (legs or arms), link (arms), put together, construct, assemble, produce (e.g. TV program), braid, plait, grapple, wrestle, unite, link up, set (e.g. type), issue (e.g. money order)|T|を|くむ|組む|kumu|組|ku||
mu godan|serve sake|T|を|くむ|酌む|kumu|酌|ku||
mu godan|conceal, hide, be engulfed in, be enveloped by|I||つつむ|酌む|tsutsumu|酌|tsutsu||
mu godan|become sick, be struck by a disaster, hinder, be hindered, run inproblems, have an accident (archaic)|I||つつむ|障む|tsutsumu|障|tsutsu||
mu godan|fester, form pus|I||うむ|膿む|umu|膿|u||
mu godan|ripen|I||うむ|熟む|umu|熟|u||
mu godan|spin (e.g. ramie, hemp, etc.) (archaic)|T|を|うむ|績む|umu|績|u||
mu godan|regret|T|を|うらむ|憾む|uramu|憾|ura||
mu godan|enter someone's territory by force, invade|I||あばれこむ|暴れ込む|abarekomu|暴れ込|abareko||
mu godan|take refuge in, succeed in running away|I||にげこむ|逃げ込む|nigekomu|逃げ込|nigeko||
mu godan|take in, bring in, adopt, introduce, capture, import, win over, please, curry favour with, flatter, defraud of, swindle, embezzle|T|を|とりくむ|取り込む|torikomu|取り込|toriko||
mu godan|be busy, be in confusion, have trouble|I||とりくむ|取り込む|torikomu|取り込|toriko||
mu godan|take in (light, wind, etc..)|T|を|とりくむ|採り込む|torikomu|採り込|toriko||
mu godan|contain, comprise, have, hold, include, embrace, hold in the mouth, bear in mind, understand, harbor (grudge, etc.), harbour, express (emotion, etc.), imply|T|を|ふくむ|含む|fukumu|含|fuku||
mu godan|apply for, make an application, propose (marriage), offer (mediation), make an overture (of peace), challenge, lodge (objections), request (an interview), subscribe for, book, reserve|T|を|もうしこむ|申し込む|moushikomu|申し込|moushiko||
mu godan|thrust something insomething, plunge into, go indeeply, meddle, interfere, retort, riposte|I||つっこむ|突っ込む|tsukkomu|突っ込|tsukko||
mu godan|jump in, leap in, plunge into, dive|I||とびこむ|飛び込む|tobikomu|飛び込|tobiko||
mu godan|mourn, lament, be sorry, regret, repent|T|を|くやむ|悔やむ|kuyamu|悔や|kuya||
mu godan|smile|I||ほほえむ|微笑む|hohoemu|微笑|hohoe||
mu godan|be under impression that, be convinced that, imagine that, set one's heart on, be bent on|I||おもいこむ|思い込む|omoikomu|思い込|omoiko||
mu godan|melt into, merge into, fit in, adapt, blend|I||とけこむ|溶け込む|tokekomu|溶け込|tokeko||
mu godan|be dented, be indented, yield to, give, sink, collapse, cave in, be overwhelmed, feel down, be forced yield, be daunted, be snubbed|I||へこむ|凹む|hekomu|凹|heko||
